customer_id,annual_income,loan_amount,credit_score,default_flag,age,gender,education_level,employment_type,join_date,repayment_history,transaction_count,spending_ratio,avg_interest_rate,unemployment_rate,inflation_rate,annual_income_was_missing,join_year,join_month,join_day,join_weekday,education_level_ord,gender_label,region_East,region_North,region_South,region_West,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,repayment_bin,credit_score_high,transaction_quantile,transaction_kmeans_bin,age_scaled,annual_income_scaled,loan_amount_scaled,credit_score_scaled,transaction_count_scaled,spending_ratio_scaled,spending_ratio_log,spending_ratio_reciprocal,spending_ratio_sqrt,loan_amount_yj,annual_income_yj,loan_amount_bc,annual_income_bc,debt_to_income_ratio,average_monthly_transactions,spending_to_income_ratio
CUST100015,842936.91,73358.34,658.2,0,32.0,Male,Primary,Unemployed,2019-05-09,4,48,8.7,9.5,6.1,5.6,0,2019,5,9,Thursday,0.0,1,1,0,0,0,0,0,0,1,0,Q4,Medium,0,2,1,-0.6372676730142611,0.7818156190266093,-0.6893983837644965,0.09520524231384217,0.46178893056423104,-1.1876799410664984,2.272125885509337,0.10309278350515465,2.949576240750525,-0.9474930823500676,1.0595055140584855,-0.9474905086500762,1.0595052542643442,0.0870270824894831,8.0,6111.2925975
CUST100016,592326.64,519155.81,642.3,0,27.0,Male,Secondary,Salaried,2020-08-27,0,42,21.06,9.5,6.1,5.6,0,2020,8,27,Thursday,1.0,1,1,0,0,0,1,0,0,0,0,Q3,No_Missed,0,1,0,-1.1218081786516252,0.12582707760884515,0.7050749481271413,-0.11048011851478488,-0.41650785199664875,-0.4733117176391639,3.0937660138253564,0.04533091568449683,4.589117562233506,1.0444918605497058,0.496446424550572,1.0444903972658477,0.4964462758206468,0.8764687841829973,7.0,10395.332532
CUST100017,192245.3,137604.31,679.3,0,39.0,Female,Graduate,Salaried,2021-08-27,1,46,13.93,9.2,4.8,5.1,0,2021,8,27,Friday,2.0,0,0,0,1,0,1,0,0,0,0,Q1,Low,0,2,1,0.041089034878048415,-0.9214116276328219,-0.4884342736574781,0.36815877146377846,0.16902333637727113,-0.8854027720919871,2.703372611551099,0.06697923643670463,3.7322915213043046,-0.3374266794241779,-1.5366837833336071,-0.33742608694932325,-1.5366837287069595,0.7157746379235279,7.666666666666667,2231.6475241666667
CUST100018,413895.23,354931.96,564.7,1,28.0,Other,Secondary,Unemployed,2021-11-27,4,49,12.98,8.7,5.0,4.6,0,2021,11,27,Saturday,1.0,2,0,0,0,1,0,0,1,0,0,Q2,Medium,0,2,1,-1.0249000775241524,-0.3412286435673663,0.19137580289517644,-1.114328168848203,0.608171727657711,-0.940309714831143,2.637627736805664,0.07153075822603719,3.6027767069303644,0.6351706501295222,-0.11040181505125982,0.6351689873406634,-0.11040171899505698,0.8575405906465751,8.166666666666666,4476.966737833333
CUST100019,975972.0,354541.8,671.4,0,22.0,Female,Graduate,Salaried,2022-08-20,1,38,45.3,8.9,5.4,4.8,0,2022,8,20,Saturday,2.0,0,0,1,0,0,1,0,0,0,0,Q4,Low,0,0,2,-1.6063486842889891,1.1300435453860558,0.19015536592147428,0.26596290036024767,-1.0020390403705686,0.9276822739367736,3.835141961092188,0.021598272138228944,6.730527468185536,0.634002924535485,1.2838266465424317,0.6340012623455085,1.2838264036066767,0.3632704626772079,6.333333333333333,36842.943
CUST100020,324109.11,280866.77,641.1,0,54.0,Female,Secondary,Self-Employed,2022-11-29,1,52,39.8,9.2,4.8,5.1,0,2022,11,29,Tuesday,1.0,0,0,0,1,0,0,0,1,0,0,Q2,Low,0,3,1,1.4947105517901405,-0.5762496021991109,-0.040303242471517106,-0.1260035419735482,1.047320118938151,0.6097999738679759,3.708682081410116,0.02450980392156863,6.308724118235001,0.3887490978984067,-0.5456351937259052,0.38874769608077203,-0.5456349430883585,0.8665809177656254,8.666666666666666,10749.618814999998
CUST100021,848596.58,1309682.03,592.8,0,36.0,Male,Graduate,Salaried,2019-10-21,4,28,8.65,9.5,6.1,5.6,0,2019,10,21,Monday,2.0,1,1,0,0,0,0,0,1,0,0,Q4,Medium,0,0,2,-0.24963526850436998,0.7966301701948669,3.1778743831510816,-0.7508213361888089,-2.465867011305368,-1.190569780158033,2.2669579153508947,0.10362694300518134,2.9410882339705484,2.088446589596965,1.0698685643997081,2.088449746089182,1.0698683044745438,1.5433505871541457,4.666666666666667,6116.9670141666675
CUST100022,456025.07,38957.95,701.3,0,39.0,Female,Secondary,Salaried,2019-10-28,1,47,31.91,9.5,6.1,5.6,0,2019,10,28,Monday,1.0,0,1,0,0,0,0,1,0,0,0,Q3,Low,1,2,1,0.041089034878048415,-0.23095107077769655,-0.7970042579334812,0.6527548682077892,0.3154061334707511,0.15378336522382804,3.4937765629552486,0.03038590094196293,5.64889369699944,-1.5341053149039097,0.05729167660006798,-1.5341028825353982,0.05729170181823711,0.08542940413341749,7.833333333333333,12126.466653083333
CUST100023,654663.81,799596.57,793.6,1,22.0,Female,Graduate,Salaried,2019-01-02,1,46,23.24,9.5,6.1,5.6,0,2019,1,2,Wednesday,2.0,0,1,0,0,0,1,0,0,0,0,Q3,Low,1,2,1,-1.6063486842889891,0.2889986396697744,1.5823055008160631,1.846764855911071,0.16902333637727113,-0.3473147332482587,3.1880041612011136,0.041254125412541254,4.82078831727758,1.5231378892792105,0.6594982120171315,1.5231377786231617,0.6594980132579961,1.221385018976381,7.666666666666667,12678.655787000002
CUST100024,352682.05,110896.95,752.2,0,32.0,Male,Graduate,Salaried,2019-07-04,2,51,67.01,8.9,5.4,4.8,0,2019,7,4,Thursday,2.0,1,0,1,0,0,0,1,0,0,0,Q2,Low,1,3,1,-0.6372676730142611,-0.5014580893268838,-0.57197602476977,1.3112067465837058,0.9009373218446709,2.1824504074810647,4.219654753187547,0.014703720041170414,8.185963596303125,-0.5498154157932206,-0.39325665586525205,-0.5498140694499651,-0.3932564514597758,0.314438883407874,8.5,19694.35347541667
CUST100025,463429.47,129312.03,627.4,0,39.0,Male,Secondary,Self-Employed,2019-10-05,3,47,15.4,8.9,5.4,4.8,0,2019,10,5,Saturday,1.0,1,0,1,0,0,1,0,0,0,0,Q3,Medium,0,2,1,0.041089034878048415,-0.2115695763318637,-0.5143728760469856,-0.30322929312777364,0.3154061334707511,-0.800441502800872,2.797281334830153,0.06097560975609757,3.924283374069717,-0.3989412801514798,0.08489431216687811,-0.39894046993326454,0.08489432564411056,0.2790328159320554,7.833333333333333,5947.344864999999
CUST100026,562526.42,223581.79,703.2,0,25.0,Female,Secondary,Unemployed,2023-03-09,2,54,76.04,9.5,6.1,5.6,0,2023,3,9,Thursday,1.0,0,1,0,0,0,0,0,1,0,0,Q3,Low,1,3,3,-1.3156243809065706,0.04782308019992626,-0.2194930815882484,0.6773336220175002,1.340085713125111,2.7043553474122,4.34432476748987,0.012980269989615783,8.720091742636656,0.15253569313186793,0.4112660595662008,0.15253477200002552,0.4112659410881099,0.39746006951993473,9.0,35645.42414733334
CUST100027,466193.61,144810.17,717.5,0,42.0,Male,Graduate,Salaried,2018-09-12,2,40,21.76,9.5,6.1,5.6,1,2018,9,12,Wednesday,2.0,1,1,0,0,0,1,0,0,0,0,Q3,Low,1,0,0,0.33181333826046683,-0.20433426164633822,-0.4658940389555075,0.8623210849011066,-0.7092734461836087,-0.4328539703576804,3.1250046092581303,0.04393673110720562,4.664761515876241,-0.286704564516478,0.09506709837696775,-0.28670414939321737,0.09506710753291163,0.31062238283360427,6.666666666666667,8453.644128
CUST100028,514346.39,1055011.79,659.5,0,31.0,Male,Secondary,Self-Employed,2018-07-27,1,52,10.55,8.9,5.4,4.8,0,2018,7,27,Friday,1.0,1,0,1,0,0,1,0,0,0,0,Q3,Low,0,3,1,-0.734175774141734,-0.07829125503926461,2.3812551064502894,0.11202228439416947,1.047320118938151,-1.0807558946797209,2.446685436967803,0.08658008658008658,3.248076353782343,1.8382498052335636,0.2617663065272071,1.8382512876791206,0.26176624617014727,2.05116981573449,8.666666666666666,4521.962012083333
CUST100029,129109.2296,88657.18,648.1,1,35.0,Male,Secondary,Salaried,2024-11-02,2,37,63.72,9.5,6.1,5.6,0,2024,11,2,Saturday,1.0,1,1,0,0,0,0,0,1,0,0,Q1,Low,0,0,2,-0.3465433696318428,-1.0866743630049407,-0.6415429654982666,-0.03545023846409029,-1.1484218374640485,1.9922989952580927,4.170070272750237,0.015451174289245983,7.982480817390043,-0.7666720473852537,-2.3520202021613557,-0.7666699736786962,-2.35202156682591,0.686683518092962,6.166666666666667,6855.70009176
CUST100030,338934.14,116214.05,677.5,0,31.0,Male,Post-Graduate,Salaried,2018-04-05,3,41,17.95,9.2,4.8,5.1,1,2018,4,5,Thursday,3.0,1,0,0,1,0,1,0,0,0,0,Q2,Medium,0,1,0,-0.734175774141734,-0.5374441302359124,-0.5553439111936185,0.3448736362756327,-0.5628906490901286,-0.6530597091326114,2.9418039315284354,0.052770448548812667,4.236744032862972,-0.5039984285738194,-0.464702515948409,-0.5039972443092717,-0.46470228847014006,0.3428809207594136,6.833333333333333,5069.889844166667
CUST100031,596679.66,489520.05,849.0,1,58.0,Male,Graduate,Salaried,2023-02-27,0,43,11.68,9.5,6.1,5.6,0,2023,2,27,Monday,2.0,1,1,0,0,0,0,1,0,0,0,Q3,No_Missed,1,1,0,1.8823429563000316,0.13722138814752488,0.6123730380190805,2.563429572257352,-0.2701250549031688,-1.0154455312110406,2.5400259490090797,0.07886435331230283,3.4176014981270124,0.9804916771351443,0.5084699031838773,0.9804901267952136,0.5084697503889185,0.8204067991860154,7.166666666666667,5807.682024
CUST100032,819250.03,286049.17,670.6,0,38.0,Male,Post-Graduate,Unemployed,2019-04-23,1,35,15.57,8.7,5.0,4.6,0,2019,4,23,Tuesday,3.0,1,0,0,0,1,0,0,0,0,1,Q4,Low,0,0,2,-0.05581906624942438,0.7198136832642098,-0.024092476189700448,0.2556139513877388,-1.4411874316510085,-0.7906160498896546,2.8075938314384716,0.060350030175015085,3.945883931389772,0.40785043620357536,1.0152361277448632,0.40784900487051906,1.015235869432373,0.3491597919135871,5.833333333333333,10629.76913925
CUST100033,573787.09,556919.07,548.6,1,26.0,Male,Secondary,Self-Employed,2020-02-01,1,52,43.8,8.9,5.4,4.8,0,2020,2,1,Saturday,1.0,1,0,1,0,0,1,0,0,0,0,Q3,Low,0,3,1,-1.218716279779098,0.07729861002831967,0.8232000218187667,-1.3226007669199566,1.047320118938151,0.8409871011907378,3.8022081394209395,0.022321428571428572,6.618156843109719,1.121300158388054,0.4440587609278011,1.1212988280879166,0.44405863051618855,0.9706023012821706,8.666666666666666,20943.228784999996
CUST100034,205937.04,84012.84,566.3,1,47.0,Male,Secondary,Self-Employed,2018-07-09,2,42,39.38,8.9,5.4,4.8,0,2018,7,9,Monday,1.0,1,0,1,0,0,0,0,0,1,0,Q1,Low,0,1,0,0.8163538438978308,-0.8855726153207116,-0.656070657354027,-1.0936302709031853,-0.41650785199664875,0.5855253254990862,3.6983346128846915,0.024764735017335313,6.275348595894893,-0.8182868556701457,-1.4011711256132797,-0.8182846258866728,-1.4011709703378605,0.40795400380621183,7.0,6758.167196000001
CUST100035,780798.17,320915.39,636.3,0,25.0,Female,Post-Graduate,Self-Employed,2022-02-16,3,57,43.85,9.5,6.1,5.6,0,2022,2,16,Wednesday,3.0,0,1,0,0,0,1,0,0,0,0,Q4,Medium,0,3,3,-1.3156243809065706,0.6191634602857179,0.08497053391187527,-0.18809723580860596,1.7792341044055506,0.8438769402822727,3.803323588504805,0.02229654403567447,6.621933252457322,0.5285869216002115,0.9400948575773385,0.5285853390860548,0.9400946050710288,0.41100940336476455,9.5,28531.666462083333
CUST100036,236444.23,13941.3458,550.2,1,40.0,Male,Graduate,Self-Employed,2022-10-23,4,44,27.71,9.5,6.1,5.6,0,2022,10,23,Sunday,2.0,1,1,0,0,0,0,0,1,0,0,Q1,Medium,0,1,0,0.13799713600552121,-0.8057180783504009,-0.8752572534280234,-1.3019028689749375,-0.12374225780968881,-0.08896311846507202,3.3572454941329726,0.034831069313827935,5.264028875300743,-2.431605975716579,-1.1337068549207403,-2.4316194723341282,-1.133706582836736,0.05896251221694011,7.333333333333333,5459.8913444166665
CUST100037,620207.39,281025.39,639.4,0,18.0,Male,Graduate,Unemployed,2022-04-09,2,55,35.61,9.5,6.1,5.6,0,2022,4,9,Saturday,2.0,1,1,0,0,0,0,0,0,0,1,Q3,Low,0,3,3,-1.9939810887988803,0.19880673852271485,-0.03980707240598343,-0.14799505854013145,1.4864685102185908,0.36763145799738284,3.600321427132145,0.027314941272876262,5.967411499134277,0.38933857667070754,0.5717323840805221,0.3893371739200001,0.5717322108303455,0.45311519103311554,9.166666666666666,18404.65429825
CUST100038,240816.72,67539.26,828.0,0,23.0,Male,Secondary,Self-Employed,2020-01-26,2,43,22.56,8.7,5.0,4.6,0,2020,1,26,Sunday,1.0,1,0,0,0,1,1,0,0,0,0,Q1,Low,1,1,0,-1.5094405831615163,-0.794272803831269,-0.7076007120014511,2.2917696617289782,-0.2701250549031688,-0.3866165448931282,3.159550358783386,0.04244482173174873,4.749736834815167,-1.025620689265981,-1.0986882300676881,-1.0256179494825222,-1.0986879497282094,0.28045918074127074,7.166666666666667,4527.354336
CUST100039,289160.33,57264.23,609.1,0,40.0,Female,Secondary,Unemployed,2021-12-17,0,55,9.32,8.7,5.0,4.6,0,2021,12,17,Friday,1.0,0,0,0,0,1,0,0,0,1,0,Q1,No_Missed,0,3,3,0.13799713600552121,-0.6677302873942161,-0.7397414402101297,-0.5399615008739274,1.4864685102185908,-1.1518459363314704,2.334083760053417,0.09689922480620154,3.0528675044947495,-1.1802484208219324,-0.7548474034193993,-1.1802454787472372,-0.754847111364622,0.19803625898476462,9.166666666666666,2245.8118963333336
CUST100040,261452.52,27106.88,563.0,0,46.0,Male,Primary,Salaried,2020-04-15,0,48,16.94,8.7,5.0,4.6,0,2020,4,15,Wednesday,0.0,1,0,0,0,1,0,1,0,0,0,Q1,No_Missed,0,2,1,0.719445742770358,-0.7402572667066781,-0.8340749058879907,-1.1363196854147863,0.46178893056423104,-0.7114344587816086,2.88703285663065,0.05574136008918617,4.115823125451335,-1.8584650769468112,-0.9428701464365391,-1.8584650977703994,-0.9428698462966146,0.10367802153905421,8.0,3690.8380740000002
CUST100041,477551.47,171932.53,633.4,0,40.0,Male,Secondary,Salaried,2022-07-22,1,61,50.29,9.2,4.8,5.1,0,2022,7,22,Friday,1.0,1,0,0,1,0,0,0,1,0,0,Q3,Low,0,3,3,0.13799713600552121,-0.17460433072600062,-0.38105415029942236,-0.22561217583395252,2.3647652927794707,1.2160882152719192,3.937495801401177,0.019496977968414896,7.091544260596559,-0.11472985179632363,0.13614092411192089,-0.11473001168695537,0.13614091587553082,0.36002931788692855,10.166666666666666,20013.386188583332
CUST100042,397303.61,117884.17,641.7,0,37.0,Female,Primary,Salaried,2022-06-17,0,47,21.49,9.2,4.8,5.1,0,2022,6,17,Friday,0.0,0,0,0,1,0,1,0,0,0,0,Q2,No_Missed,0,2,1,-0.15272716737689718,-0.3846582787677027,-0.5501197052306308,-0.11824183024416582,0.3154061334707511,-0.44845910145196705,3.1130707659712242,0.0444642063139173,4.635730794599704,-0.4900083604656078,-0.18199295973325266,-0.4900072259218978,-0.18199283437337824,0.2967105433549924,7.833333333333333,7115.045482416665
CUST100043,585311.93,499432.38,570.9,0,35.0,Female,Primary,Salaried,2023-01-10,2,42,47.72,9.2,4.8,5.1,0,2023,1,10,Tuesday,0.0,0,0,0,1,0,1,0,0,0,0,Q3,Low,0,1,0,-0.3465433696318428,0.10746562186575619,0.6433792252949067,-1.0341238143112554,-0.41650785199664875,1.0675504859670446,3.8860896234016415,0.020525451559934318,6.907966415668217,1.002288971493743,0.47685261806338425,1.002287448400257,0.4768524760719327,0.8532755858914408,7.0,23275.904416333335
CUST100044,437902.18,68701.67,550.9,0,22.0,Male,Post-Graduate,Salaried,2018-05-13,2,42,31.06,8.9,5.4,4.8,0,2018,5,13,Sunday,3.0,1,0,1,0,0,0,1,0,0,0,Q2,Low,0,1,0,-1.6063486842889891,-0.27838890394141563,-0.7039646443814979,-1.2928475386239924,-0.41650785199664875,0.10465610066774103,3.467609147181407,0.03119151590767311,5.573149917237109,-1.00952736256772,-0.01253348437737324,-1.0095246539517084,-0.012533429462780759,0.15688816621100174,7.0,11334.368092333334
CUST100045,191984.44,46392.0,758.5,0,30.0,Female,Secondary,Salaried,2018-02-24,1,42,23.57,9.5,6.1,5.6,0,2018,2,24,Saturday,1.0,0,1,0,0,0,1,0,0,0,0,Q1,Low,1,1,0,-0.8310838752692068,-0.9220944455034312,-0.7737502352649609,1.3927047197422173,-0.41650785199664875,-0.3282417952441307,3.201526186533088,0.0407000407000407,4.854894437575342,-1.374881148689815,-1.5393739437986926,-1.3748782795579986,-1.5393738914861685,0.24164458327976995,7.0,3770.8943756666663
CUST100046,514883.97,292901.4,690.1,0,33.0,Male,Graduate,Self-Employed,2019-05-25,1,44,15.32,8.9,5.4,4.8,0,2019,5,25,Saturday,2.0,1,0,1,0,0,0,0,1,0,0,Q3,Low,0,1,0,-0.5403595718867884,-0.07688410472537151,-0.0026584110771552985,0.5078695825926574,-0.12374225780968881,-0.8050652453473273,2.792391349535961,0.061274509803921566,3.9140771581561853,0.432619194514331,0.26352329269059394,0.43261772714076213,0.26352323162131697,0.5688687492057677,7.333333333333333,6573.352017
CUST100047,167847.13,80453.5,611.4,0,50.0,Male,Graduate,Salaried,2019-11-01,1,49,22.82,8.7,5.0,4.6,0,2019,11,1,Friday,2.0,1,0,0,0,1,0,0,0,1,0,Q1,Low,0,2,1,1.1070781472802491,-0.9852754108351729,-0.6672044233422799,-0.5102082725779632,0.608171727657711,-0.37158938161714855,3.170525563927154,0.041981528127623846,4.777028364998475,-0.8596686029318203,-1.8085962954279737,-0.8596662550005724,-1.808596543968168,0.47932603911666527,8.166666666666666,3191.892922166667
CUST100048,272087.86,97077.54,557.6,1,42.0,Male,Graduate,Salaried,2024-09-23,2,45,11.4,9.5,6.1,5.6,0,2024,9,23,Monday,2.0,1,1,0,0,0,0,0,0,1,0,Q1,Low,0,1,0,0.33181333826046683,-0.7124185784754178,-0.6152037234542795,-1.206175090979225,0.022640539283791155,-1.0316286301236341,2.517696472610991,0.08064516129032258,3.3763886032268267,-0.6791833735320618,-0.8680667586820104,-0.6791815821602413,-0.8680664579476254,0.3567874729875857,7.5,2584.8346699999997
CUST100049,678552.48,143315.41,608.6,0,19.0,Male,Secondary,Salaried,2022-08-17,3,41,49.66,9.5,6.1,5.6,1,2022,8,17,Wednesday,1.0,1,1,0,0,0,0,1,0,0,0,Q4,Medium,0,1,0,-1.8970729876714074,0.3515287737688688,-0.47056971142529147,-0.5464295939817457,-0.5628906490901286,1.179676242718584,3.925136644573529,0.019739439399921045,7.046985170979147,-0.29703054991347183,0.7172423500120757,-0.29703009889322923,0.7172421365054006,0.21120755464632596,6.833333333333333,28080.763464
